bug_id,fixed_file,decision
52926,NioEndpoint,localizable
51237,SlowQueryReport,localizable
51893,N/A,not-localizable
50860,N/A,not-localizable
52839,N/A,not-localizable
52957,N/A,not-localizable
52066,N/A,not-localizable
52833,N/A,not-localizable
52974,N/A,not-localizable
53001,N/A,not-localizable
52998,N/A,not-localizable
50864,N/A,not-localizable
53056,N/A,not-localizable
53087,N/A,not-localizable
53063,N/A,not-localizable
53067,WebSocketServlet,localizable
53254,N/A,not-localizable
53074,N/A,not-localizable
53090,N/A,not-localizable
53081,WebappClassLoader,localizable
53180,N/A,not-localizable
53322,DefaultInstanceManager,localizable
53169,N/A,not-localizable
53225,N/A,not-localizable
53342,N/A,not-localizable
53285,N/A,not-localizable
53301,Tomcat,localizable
53337,N/A,not-localizable
53008,N/A,not-localizable
53339,StreamInbound,localizable
53354,N/A,not-localizable
53230,ManagerBase,localizable
53032,N/A,not-localizable
53367,PooledConnection,localizable
53373,N/A,not-localizable
53374,DataSourceFactory,localizable
52955,ContainerBase,localizable
53398,N/A,not-localizable
53266,N/A,not-localizable
52954,DigestAuthenticator,localizable
53406,N/A,not-localizable
53450,N/A,not-localizable
53421,BeanELResolver,localizable
53430,Connector,localizable
53445,ConnectionPool,localizable
53460,N/A,not-localizable
53465,WebRuleSet,localizable
53416,DataSource,localizable
53467,N/A,not-localizable
52135,N/A,not-localizable
45995,N/A,not-localizable
53498,N/A,not-localizable
53513,N/A,not-localizable
53523,N/A,not-localizable
53526,N/A,not-localizable
53529,N/A,not-localizable
53469,N/A,not-localizable
53535,ContextConfig,localizable
53606,TcpPingInterceptor,localizable
53607,TcpPingInterceptor,localizable
53641,WebSocketServlet,localizable
53481,N/A,not-localizable
53541,N/A,not-localizable
53545,N/A,not-localizable
53574,N/A,not-localizable
53700,InternalNioOutputBuffer,localizable
53701,N/A,not-localizable
53624,N/A,not-localizable
53654,N/A,not-localizable
53702,WebRuleSet,localizable
53697,N/A,not-localizable
53714,N/A,not-localizable
53725,FlushableGZIPOutputStream,localizable
53758,N/A,not-localizable
53783,N/A,not-localizable
42181,N/A,not-localizable
53793,N/A,not-localizable
53800,FileDirContext,localizable
53801,N/A,not-localizable
53828,N/A,not-localizable
53713,JspReader,localizable
52777,N/A,not-localizable
53863,Tomcat,localizable
53854,N/A,not-localizable
53986,N/A,not-localizable
53993,AccessLogValve,localizable
54010,N/A,not-localizable
54045,TcpFailureDetector,localizable
54012,Set,localizable
54017,N/A,not-localizable
54022,N/A,not-localizable
54054,CGIServlet,localizable
53867,N/A,not-localizable
54067,N/A,not-localizable
54068,N/A,not-localizable
54076,N/A,not-localizable
54096,NamingContextListener,localizable
54127,WsOutbound,localizable
54123,N/A,not-localizable
54124,N/A,not-localizable
54115,N/A,not-localizable
54087,N/A,not-localizable
54141,N/A,not-localizable
54143,N/A,not-localizable
54144,Out,localizable
54198,N/A,not-localizable
54207,javaURLContextFactory,localizable
54217,N/A,not-localizable
54220,ErrorReportValve,localizable
54150,N/A,not-localizable
54194,DataSource,localizable
54241,N/A,not-localizable
54247,N/A,not-localizable
54256,N/A,not-localizable
54260,N/A,not-localizable
54370,N/A,not-localizable
54262,N/A,not-localizable
54284,N/A,not-localizable
54248,B2CConverter,localizable
54380,MapperListener,localizable
54377,RemoteIpFilter,localizable
54381,N/A,not-localizable
54382,N/A,not-localizable
54379,N/A,not-localizable
54387,N/A,not-localizable
54406,SSLUtil,localizable
54440,N/A,not-localizable
54438,N/A,not-localizable
54324,N/A,not-localizable
54448,N/A,not-localizable
54450,N/A,not-localizable
54458,DataSourceRealm,localizable
54466,DefaultErrorHandler,localizable
54476,N/A,not-localizable
53869,JspContextWrapper,localizable
54496,N/A,not-localizable
54497,N/A,not-localizable
54513,N/A,not-localizable
54534,N/A,not-localizable
54521,DigestAuthenticator,localizable
54456,ChunkedInputFilter,localizable
54239,ELInterpreter,localizable
54536,ErrorReportValve,localizable
54552,HttpSessionIdListener,localizable
54203,Part,localizable
54602,N/A,not-localizable
54585,WebappLoader,localizable
54638,N/A,not-localizable
54612,N/A,not-localizable
54624,N/A,not-localizable
54628,N/A,not-localizable
54671,N/A,not-localizable
54690,N/A,not-localizable
54660,AccessLogValve,localizable
54658,N/A,not-localizable
54702,N/A,not-localizable
54631,N/A,not-localizable
54712,N/A,not-localizable
54709,WsWebSocketContainer,localizable
54710,N/A,not-localizable
54721,N/A,not-localizable
54724,WsSession,localizable
54599,N/A,not-localizable
54732,StatementCache,localizable
54748,N/A,not-localizable
54755,WsServlet,localizable
54851,N/A,not-localizable
54822,SpdyProcessor,localizable
54807,N/A,not-localizable
54800,N/A,not-localizable
54792,N/A,not-localizable
54781,WsFilter,localizable
54708,N/A,not-localizable
54178,N/A,not-localizable
54801,N/A,not-localizable
54888,ForEach,localizable
54926,WsFilter,localizable
54906,N/A,not-localizable
54703,N/A,not-localizable
54974,N/A,not-localizable
54981,N/A,not-localizable
54955,N/A,not-localizable
54928,N/A,not-localizable
54984,N/A,not-localizable
55019,N/A,not-localizable
54944,TestFormAuthenticator,localizable
54947,N/A,not-localizable
54961,SpdyProxyProtocol,localizable
54963,NetSupportSocket,localizable
54964,TagPluginManager,localizable
54971,N/A,not-localizable
54997,N/A,not-localizable
54999,N/A,not-localizable
55035,N/A,not-localizable
55046,N/A,not-localizable
55052,N/A,not-localizable
55110,N/A,not-localizable
55109,N/A,not-localizable
55108,AbstractReplicatedMap,localizable
55073,N/A,not-localizable
53987,N/A,not-localizable
54745,StandardJarScanner,localizable
55101,BasicAuthenticator,localizable
55126,PojoMethodMapping,localizable
55127,WsSession,localizable
55125,N/A,not-localizable
55102,AccessLogValve,localizable
55151,TestEncodingDecoding,localizable
55017,JmxRemoteLifecycleListener,localizable
55159,N/A,not-localizable
55158,N/A,not-localizable
55160,N/A,not-localizable
53777,JAASRealm,localizable
55177,Http11Processor,localizable
55179,RemoteIpValve,localizable
55174,N/A,not-localizable
55180,N/A,not-localizable
55181,N/A,not-localizable
55165,N/A,not-localizable
55183,WsWebSocketContainer,localizable
55184,PojoMethodMapping,localizable
55186,N/A,not-localizable
55200,N/A,not-localizable
55210,N/A,not-localizable
55166,N/A,not-localizable
55217,N/A,not-localizable
55218,Digester,localizable
55231,JspConfig,localizable
55207,JspDocumentParser,localizable
55228,AbstractHttp11Processor,localizable
55238,N/A,not-localizable
55240,NioEndpoint,localizable
55244,N/A,not-localizable
55250,JspC,localizable
55245,N/A,not-localizable
55259,JspConfig,localizable
55262,N/A,not-localizable
55291,WsServerContainer,localizable
55267,N/A,not-localizable
55287,N/A,not-localizable
55309,TagPluginManager,localizable
55312,N/A,not-localizable
55316,N/A,not-localizable
55333,JDBCRealm,localizable
55345,N/A,not-localizable
52092,N/A,not-localizable
55404,N/A,not-localizable
55400,N/A,not-localizable
55357,JDBCStore,localizable
55354,JNDIRealm,localizable
55434,UriTemplate,localizable
55438,N/A,not-localizable
55442,N/A,not-localizable
55454,N/A,not-localizable
55469,N/A,not-localizable
51526,N/A,not-localizable
55453,N/A,not-localizable
55494,JNDIRealm,localizable
55500,N/A,not-localizable
55342,N/A,not-localizable
55343,N/A,not-localizable
55527,JSSESocketFactory,localizable
55521,N/A,not-localizable
54693,N/A,not-localizable
55552,N/A,not-localizable
52558,CometConnectionManagerValve,localizable
46727,DefaultServlet,localizable
55570,SpnegoAuthenticator,localizable
55582,TagFileProcessor,localizable
55576,N/A,not-localizable
55317,WebappClassLoader,localizable
55629,StatusManagerServlet,localizable
55630,N/A,not-localizable
55642,N/A,not-localizable
55251,JspC,localizable
54095,DefaultServlet,localizable
55656,N/A,not-localizable
55664,N/A,not-localizable
55681,WsSession,localizable
55691,N/A,not-localizable
55684,N/A,not-localizable
55702,N/A,not-localizable
55715,N/A,not-localizable
55735,N/A,not-localizable
55749,N/A,not-localizable
55760,SpnegoAuthenticator,localizable
55772,N/A,not-localizable
55776,N/A,not-localizable
55778,JNDIRealm,localizable
55798,N/A,not-localizable
55804,N/A,not-localizable
55837,N/A,not-localizable
55842,N/A,not-localizable
55851,SpnegoAuthenticator,localizable
55801,N/A,not-localizable
55811,N/A,not-localizable
55820,N/A,not-localizable
55884,N/A,not-localizable
55905,N/A,not-localizable
55939,N/A,not-localizable
55937,N/A,not-localizable
55958,N/A,not-localizable
55960,TestSSOnonLoginAndBasicAuthenticator,localizable
55970,N/A,not-localizable
55974,XmlErrorHandler,localizable
55976,N/A,not-localizable
55978,N/A,not-localizable
55893,AbstractAccessLogValve,localizable
55995,N/A,not-localizable
55996,N/A,not-localizable
56010,N/A,not-localizable
56025,N/A,not-localizable
55943,N/A,not-localizable
56029,N/A,not-localizable
56012,N/A,not-localizable
