bug_id,fixed_file,decision
52776,N/A,not-localizable
52850,N/A,not-localizable
52723,StandardManager.java,localizable
52926,NioEndpoint.java,localizable
51237,N/A,not-localizable
51893,N/A,not-localizable
50860,N/A,not-localizable
52839,N/A,not-localizable
52957,StandardPipeline.java,localizable
52066,ConnectionPool.java,localizable
52833,N/A,not-localizable
52974,N/A,not-localizable
53001,N/A,not-localizable
52998,N/A,not-localizable
50864,N/A,not-localizable
53056,N/A,not-localizable
53087,N/A,not-localizable
53063,N/A,not-localizable
53067,N/A,not-localizable
53254,N/A,not-localizable
53074,StreamInbound.java,localizable
53090,N/A,not-localizable
53081,N/A,not-localizable
53180,N/A,not-localizable
53322,N/A,not-localizable
53169,N/A,not-localizable
53225,N/A,not-localizable
53342,N/A,not-localizable
53285,N/A,not-localizable
53301,N/A,not-localizable
53337,N/A,not-localizable
53008,N/A,not-localizable
53339,StreamInbound.java,localizable
53354,ContextConfig.java,localizable
53230,N/A,not-localizable
53032,N/A,not-localizable
53367,ConnectionPool.java,localizable
53373,N/A,not-localizable
53374,N/A,not-localizable
52955,N/A,not-localizable
53398,N/A,not-localizable
53266,ContextConfig.java,localizable
52954,N/A,not-localizable
53406,Http11NioProcessor.java,localizable
53450,ContainerBase.java,localizable
53421,N/A,not-localizable
53430,N/A,not-localizable
53445,N/A,not-localizable
53460,JspFactoryImpl.java,localizable
53465,N/A,not-localizable
53416,DataSource.java,localizable
53467,ApplicationContext.java,localizable
52135,N/A,not-localizable
45995,N/A,not-localizable
53498,ApplicationContext.java,localizable
53513,N/A,not-localizable
53523,N/A,not-localizable
53526,N/A,not-localizable
53529,GroupChannel.java,localizable
53469,Response.java,localizable
53535,N/A,not-localizable
53606,N/A,not-localizable
53607,N/A,not-localizable
53641,N/A,not-localizable
53481,N/A,not-localizable
53541,N/A,not-localizable
53545,N/A,not-localizable
53574,N/A,not-localizable
53700,N/A,not-localizable
53701,N/A,not-localizable
53624,N/A,not-localizable
53654,N/A,not-localizable
53702,N/A,not-localizable
53697,AbstractHttp11Processor.java,localizable
53714,N/A,not-localizable
53725,N/A,not-localizable
53758,N/A,not-localizable
53783,N/A,not-localizable
42181,ChunkedInputFilter.java,localizable
53793,N/A,not-localizable
53800,FileDirContext.java,localizable
53801,N/A,not-localizable
53828,N/A,not-localizable
53713,JspReader.java,localizable
52777,N/A,not-localizable
53863,N/A,not-localizable
53854,FileDirContext.java,localizable
53986,N/A,not-localizable
53993,AccessLogValve.java,localizable
54010,N/A,not-localizable
54045,N/A,not-localizable
54012,N/A,not-localizable
54017,N/A,not-localizable
54022,AbstractProtocol.java,localizable
54054,N/A,not-localizable
53867,PageContextImpl.java,localizable
54067,N/A,not-localizable
54068,WebXml.java,localizable
54076,SpnegoAuthenticator.java,localizable
54096,N/A,not-localizable
54127,N/A,not-localizable
54123,N/A,not-localizable
54124,N/A,not-localizable
54115,N/A,not-localizable
54087,HttpServlet.java,localizable
54141,N/A,not-localizable
54143,N/A,not-localizable
54144,N/A,not-localizable
54198,N/A,not-localizable
54207,N/A,not-localizable
54217,N/A,not-localizable
54220,N/A,not-localizable
54150,N/A,not-localizable
54194,DataSource.java,localizable
54241,N/A,not-localizable
54247,Bootstrap.java,localizable
54256,ExtensionValidator.java,localizable
54260,FastRemovalDequeue.java,localizable
54370,N/A,not-localizable
54262,N/A,not-localizable
54284,N/A,not-localizable
54248,N/A,not-localizable
54380,N/A,not-localizable
54377,N/A,not-localizable
54381,N/A,not-localizable
54382,N/A,not-localizable
54379,N/A,not-localizable
54387,N/A,not-localizable
54406,N/A,not-localizable
54440,JspC.java,localizable
54438,RealmBase.java,localizable
54324,N/A,not-localizable
54448,N/A,not-localizable
54450,DefaultInstanceManager.java,localizable
54458,N/A,not-localizable
54466,DefaultErrorHandler.java,localizable
54476,N/A,not-localizable
53869,JspContextWrapper.java,localizable
54496,N/A,not-localizable
54497,WebappClassLoader.java,localizable
54513,AprEndpoint.java,localizable
54534,StandardWrapper.java,localizable
54521,N/A,not-localizable
54456,N/A,not-localizable
54239,N/A,not-localizable
54536,N/A,not-localizable
54552,N/A,not-localizable
54203,N/A,not-localizable
54602,N/A,not-localizable
54585,N/A,not-localizable
54638,N/A,not-localizable
54612,N/A,not-localizable
54624,N/A,not-localizable
54628,N/A,not-localizable
54671,N/A,not-localizable
54690,N/A,not-localizable
54660,N/A,not-localizable
54658,N/A,not-localizable
54702,ContextConfig.java,localizable
54631,N/A,not-localizable
54712,N/A,not-localizable
54709,N/A,not-localizable
54710,N/A,not-localizable
54721,WsRemoteEndpointImplBase.java,localizable
54724,N/A,not-localizable
54599,N/A,not-localizable
54732,N/A,not-localizable
54748,N/A,not-localizable
54755,N/A,not-localizable
54851,N/A,not-localizable
54822,N/A,not-localizable
54807,WsServerContainer.java,localizable
54800,N/A,not-localizable
54792,N/A,not-localizable
54781,N/A,not-localizable
54708,N/A,not-localizable
54178,N/A,not-localizable
54801,JspDocumentParser.java,localizable
54888,N/A,not-localizable
54926,N/A,not-localizable
54906,WebappClassLoader.java,localizable
54703,HttpParser.java,localizable
54974,N/A,not-localizable
54981,N/A,not-localizable
54955,N/A,not-localizable
54928,N/A,not-localizable
54984,N/A,not-localizable
55019,N/A,not-localizable
54944,N/A,not-localizable
54947,N/A,not-localizable
54961,N/A,not-localizable
54963,NetSupportSocket.java,localizable
54964,TagPluginManager.java,localizable
54971,ApplicationPart.java,localizable
54997,N/A,not-localizable
54999,AuthenticatorBase.java,localizable
55035,N/A,not-localizable
55046,N/A,not-localizable
55052,N/A,not-localizable
55110,N/A,not-localizable
55109,N/A,not-localizable
55108,N/A,not-localizable
55073,N/A,not-localizable
53987,N/A,not-localizable
54745,N/A,not-localizable
55101,N/A,not-localizable
55126,N/A,not-localizable
55127,N/A,not-localizable
55125,N/A,not-localizable
55102,N/A,not-localizable
55151,N/A,not-localizable
55017,N/A,not-localizable
55159,N/A,not-localizable
55158,N/A,not-localizable
55160,N/A,not-localizable
53777,N/A,not-localizable
55177,N/A,not-localizable
55179,N/A,not-localizable
55174,N/A,not-localizable
55180,N/A,not-localizable
55181,N/A,not-localizable
55165,N/A,not-localizable
55183,N/A,not-localizable
55184,N/A,not-localizable
55186,N/A,not-localizable
55200,AsyncChannelWrapperSecure.java,localizable
55210,ContextConfig.java,localizable
55166,N/A,not-localizable
55217,N/A,not-localizable
55218,N/A,not-localizable
55231,N/A,not-localizable
55207,N/A,not-localizable
55228,N/A,not-localizable
55238,WsRemoteEndpointImplServer.java,localizable
55240,N/A,not-localizable
55244,N/A,not-localizable
55250,N/A,not-localizable
55245,N/A,not-localizable
55259,N/A,not-localizable
55262,N/A,not-localizable
55291,N/A,not-localizable
55267,N/A,not-localizable
55287,N/A,not-localizable
55309,N/A,not-localizable
55312,N/A,not-localizable
55316,WsSession.java,localizable
55333,JDBCRealm.java,localizable
55345,StandardContext.java,localizable
52092,N/A,not-localizable
55404,N/A,not-localizable
55400,N/A,not-localizable
55357,JDBCStore.java,localizable
55354,N/A,not-localizable
55434,N/A,not-localizable
55438,TestNonBlockingAPI.java,localizable
55442,AstFunction.java,localizable
55454,HttpParser.java,localizable
55469,N/A,not-localizable
51526,N/A,not-localizable
55453,N/A,not-localizable
55494,JNDIRealm.java,localizable
55500,N/A,not-localizable
55342,N/A,not-localizable
55343,N/A,not-localizable
55527,N/A,not-localizable
55521,N/A,not-localizable
54693,N/A,not-localizable
55552,N/A,not-localizable
52558,N/A,not-localizable
46727,N/A,not-localizable
55570,SpnegoAuthenticator.java,localizable
55582,N/A,not-localizable
55576,N/A,not-localizable
55317,N/A,not-localizable
55629,N/A,not-localizable
55630,N/A,not-localizable
55642,N/A,not-localizable
55251,N/A,not-localizable
54095,N/A,not-localizable
55656,N/A,not-localizable
55664,N/A,not-localizable
55681,N/A,not-localizable
55691,ArrayELResolver.java,localizable
55684,N/A,not-localizable
55702,TagLibraryInfoImpl.java,localizable
55715,N/A,not-localizable
55735,N/A,not-localizable
55749,AprEndpoint.java,localizable
55760,N/A,not-localizable
55772,N/A,not-localizable
55776,N/A,not-localizable
55778,N/A,not-localizable
55798,N/A,not-localizable
55804,N/A,not-localizable
55837,N/A,not-localizable
55842,N/A,not-localizable
55851,N/A,not-localizable
55801,N/A,not-localizable
55811,N/A,not-localizable
55820,N/A,not-localizable
55884,N/A,not-localizable
55905,N/A,not-localizable
55939,N/A,not-localizable
55937,N/A,not-localizable
55958,N/A,not-localizable
55960,N/A,not-localizable
55970,N/A,not-localizable
55974,N/A,not-localizable
55976,N/A,not-localizable
55978,N/A,not-localizable
55893,N/A,not-localizable
55995,TldCache.java,localizable
55996,N/A,not-localizable
56010,PageContextImpl.java,localizable
56025,UpgradeUtil.java,localizable
55943,N/A,not-localizable
56029,N/A,not-localizable
56012,N/A,not-localizable
